artistName,trackName,msPlayed
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,1216
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,1300
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,1386
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,1880
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,1900
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,2602
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,2986
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,3434
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,6307
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,6400
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,7231
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,15296
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,18538
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,57290
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,59127
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,68352
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,83130
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,106253
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,129578
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,150165
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,158080
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,197300
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,221853
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,240874
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,254336
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,289131
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,300840
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,300840
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,300840
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,300840
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,300840
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,300840
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,300840
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,300840
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,300840
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,300840
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,300840
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,300840
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,300840
Cast - The Lion Guard,Running with the King,8610
Lewis Capaldi,Rush (feat. Jessie Reyez),7168
Rihanna,S&M,3968
Jonas Brothers,S.O.S.,1600
PLVTINUM,SACRILEGIOUS (with TOKYO'S REVENGE),1066
Taylor Swift,Sad Beautiful Tragic (Taylor's Version),1137
Taylor Swift,Sad Beautiful Tragic (Taylor's Version),1346
Taylor Swift,Sad Beautiful Tragic (Taylor's Version),1346
Taylor Swift,Sad Beautiful Tragic (Taylor's Version),3227
Taylor Swift,Sad Beautiful Tragic (Taylor's Version),3264
Taylor Swift,Sad Beautiful Tragic (Taylor's Version),5658
Taylor Swift,Sad Beautiful Tragic (Taylor's Version),7058
Taylor Swift,Sad Beautiful Tragic (Taylor's Version),146602
Taylor Swift,Sad Beautiful Tragic (Taylor's Version),282447
Taylor Swift,Sad Beautiful Tragic (Taylor's Version),284773
Taylor Swift,Sad Beautiful Tragic (Taylor's Version),284773
Taylor Swift,Sad Beautiful Tragic (Taylor's Version),567806
Jess Glynne,Saddest Vanilla (feat. Emeli Sandé),6919
Greta Van Fleet,Safari Song,63120
Taylor Swift,Safe & Sound - from The Hunger Games Soundtrack,6506
Capital Cities,Safe And Sound,2026
Madilyn Bailey,Safe and Sound,5260
Capital Cities,Safe And Sound,192789
GASHI,Safety (feat. DJ Snake),3343
COIN,Sagittarius Superstar (feat. Faye Webster),66636
Sara Bareilles,Saint Honesty,19093
No Rome,Saint Laurent,230345
The Lumineers,Salt And The Sea,1462
The Lumineers,Salt And The Sea,1471
The Lumineers,Salt And The Sea,3131
The Lumineers,Salt And The Sea,10557
Gregory Alan Isakov,Salt And The Sea,10730
Julien Baker,Salt In The Wound,19008
Geowulf,Saltwater,2794
Gabrielle Aplin,Salvation,219720
Post Malone,Same Bitches (feat. G-Eazy & YG),1602
Lizzy McAlpine,Same Boat,5717
Chance the Rapper,Same Drugs,1996
Chance the Rapper,Same Drugs,129183
Chance the Rapper,Same Drugs,256182
Chance the Rapper,Same Drugs,257775
Rihanna,Same Ol’ Mistakes,2020
Rihanna,Same Ol’ Mistakes,2048
Rihanna,Same Ol’ Mistakes,5759
Rihanna,Same Ol’ Mistakes,271414
Rihanna,Same Ol’ Mistakes,397093
Selena Gomez,Same Old Love,2837
DLJ,Same Thoughts,150000
Niall Horan,San Francisco,2197
Beau,San Francisco,12906
Gregory Alan Isakov,San Luis,224665
Joji,Sanctuary,1040
Joji,Sanctuary,1983
Joji,Sanctuary,4437
Lil Uzi Vert,Sanguine Paradise,3390
Lil Uzi Vert,Sanguine Paradise,243976
Ariana Grande,Santa Baby,21867
Ariana Grande,Santa Baby,36836
Ariana Grande,Santa Baby,76560
Ariana Grande,Santa Baby,134106
Ariana Grande,Santa Baby,170933
Ariana Grande,Santa Baby,170933
Mariah Carey,Santa Claus Is Comin' to Town,1880
Justin Bieber,Santa Claus Is Coming To Town,39545
Justin Bieber,Santa Claus Is Coming To Town,139632
Justin Bieber,Santa Claus Is Coming To Town,177440
Justin Bieber,Santa Claus Is Coming To Town,216746
Justin Bieber,Santa Claus Is Coming To Town,216746
Ariana Grande,Santa Tell Me,4159
Ariana Grande,Santa Tell Me,34567
Fleetwood Mac,Sara - 2015 Remaster,1386
Harry Styles,Satellite,1173
Harry Styles,Satellite,1730
Harry Styles,Satellite,1927
Harry Styles,Satellite,2060
Harry Styles,Satellite,2901
Harry Styles,Satellite,3770
Maggie Rogers,Satellite,8533
Maggie Rogers,Satellite,11360
Harry Styles,Satellite,15910
Harry Styles,Satellite,18240
Maggie Rogers,Satellite,18730
Harry Styles,Satellite,20620
Khalid,Satellite,26215
Harry Styles,Satellite,33180
Harry Styles,Satellite,39509
Harry Styles,Satellite,63064
Harry Styles,Satellite,121319
Harry Styles,Satellite,130285
Harry Styles,Satellite,172289
Harry Styles,Satellite,216592
Harry Styles,Satellite,217344
Harry Styles,Satellite,218577
Harry Styles,Satellite,218577
Harry Styles,Satellite,218577
Harry Styles,Satellite,218577
Harry Styles,Satellite,218577
Harry Styles,Satellite,218577
Harry Styles,Satellite,218577
Harry Styles,Satellite,218577
Harry Styles,Satellite,218577
Harry Styles,Satellite,218577
Harry Styles,Satellite,218577
Harry Styles,Satellite,218577
Harry Styles,Satellite,218577
Harry Styles,Satellite,218577
Harry Styles,Satellite,218577
Harry Styles,Satellite,218577
Harry Styles,Satellite,218577
Harry Styles,Satellite,218577
Harry Styles,Satellite,218577
Harry Styles,Satellite,218577
Harry Styles,Satellite,218577
Maggie Rogers,Satellite,409344
Maggie Rogers,Satellite,427813
Renée Elise Goldsberry,Satisfied,21824
Jhené Aiko,Sativa,1258
Jhené Aiko,Sativa,1671
Jhené Aiko,Sativa,2325
Jhené Aiko,Sativa,3340
Jhené Aiko,Sativa,265404
Jhené Aiko,Sativa,276960
Jhené Aiko,Sativa,276960
Jhené Aiko,Sativa,276960
Jhené Aiko,Sativa,276960
Jhené Aiko,Sativa,276960
Jhené Aiko,Sativa,276960
Khalid,Saturday Nights,1323
Khalid,Saturday Nights,2136
Khalid,Saturday Nights,3660
Khalid,Saturday Nights,6919
Khalid,Saturday Nights,8241
Khalid,Saturday Nights,8885
Khalid,Saturday Nights,12160
Khalid,Saturday Nights,127829
Khalid,Saturday Nights,210666
Khalid,Saturday Nights,211626
Khalid,Saturday Nights,211626
Vance Joy,Saturday Sun,5909
Hoogway,Saudade,139285
Megan Thee Stallion,Savage Remix (feat. Beyoncé),3297
Muse,Save Me,6677
Ed Sheeran,Save Myself,247106
Lil Peep,Save That Shit,105164
Nate Fifield,Save the Best for Last (Tendu Plié),1600
Nate Fifield,Save the Best for Last (Tendu Plié),2346
Nate Fifield,Save the Best for Last (Tendu Plié),11818
Lennon Stella,Save Us,19080
James Bay,Save Your Love,1749
The Weeknd,Save Your Tears,1557
The Weeknd,Save Your Tears,12125
The Weeknd,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,191013
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),1024
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),1068
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),1578
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),1813
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),1898
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),2090
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),2170
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),2809
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),4260
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),6199
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),49963
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),103777
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),139322
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),191013
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),191013
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),191013
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),191013
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),191013
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),191344
Khalid,Saved,1322
Nate Fifield,Saving All My Love for You (Adage 2),131896
Phoebe Bridgers,Savior Complex,1962
Phoebe Bridgers,Savior Complex,5968
Phoebe Bridgers,Savior Complex,6176
Phoebe Bridgers,Savior Complex,49151
The Japanese House,Saw You In A Dream,1365
The Japanese House,Saw You In A Dream,2389
The Japanese House,Saw You In A Dream,4096
The Japanese House,Saw You In A Dream,4885
The Japanese House,Saw You In A Dream,6997
The Japanese House,Saw You In A Dream,8843
The Japanese House,Saw You In A Dream,14549
The Japanese House,Saw You In A Dream,14634
The Japanese House,Saw You In A Dream,15338
The Japanese House,Saw You In A Dream,30677
The Japanese House,Saw You In A Dream,39390
The Japanese House,Saw You In A Dream,68778
The Japanese House,Saw You In A Dream,96896
The Japanese House,Saw You In A Dream,100210
The Japanese House,Saw You In A Dream,133461
The Japanese House,Saw You In A Dream,185386
The Japanese House,Saw You In A Dream,190249
The Japanese House,Saw You In A Dream,208280
The Japanese House,Saw You In A Dream,208280
The Japanese House,Saw You In A Dream,208280
The Japanese House,Saw You In A Dream,208280
The Japanese House,Saw You In A Dream,208280
The Japanese House,Saw You In A Dream,208280
The Japanese House,Saw You In A Dream,208280
The Japanese House,Saw You In A Dream,208280
The Japanese House,Saw You In A Dream,208280
The Japanese House,Saw You In A Dream,208280
The Japanese House,Saw You In A Dream,208280
The Japanese House,Saw You In A Dream,208812
The Japanese House,Saw You In A Dream,234818
Ruel,Say,24511
A Boogie Wit da Hoodie,Say A',214853
A Boogie Wit da Hoodie,Say A',214853
Tory Lanez,Say It,1280
Tory Lanez,Say It,5312
Tory Lanez,Say It,31555
Flume,Say It (feat. Tove Lo),262521
Ruel,say it over (feat. Cautious Clay),40873
Destiny's Child,Say My Name,107676
Doja Cat,Say So,1066
Doja Cat,Say So,1151
Doja Cat,Say So,1557
Doja Cat,Say So,1630
Doja Cat,Say So,2986
Doja Cat,Say So,10548
Doja Cat,Say So,26940
Doja Cat,Say So,31416
Doja Cat,Say So,70506
Doja Cat,Say So,85147
Doja Cat,Say So,116540
Doja Cat,Say So,157806
Doja Cat,Say So,181800
Doja Cat,Say So,237893
Doja Cat,Say So,237893
Doja Cat,Say So,237893
Doja Cat,Say So,237893
Doja Cat,Say So,237893
Doja Cat,Say So,237893
Doja Cat,Say So,237893
Doja Cat,Say So,237893
Doja Cat,Say So,237893
Doja Cat,Say So,237893
Doja Cat,Say So,237893
Doja Cat,Say So,237893
Doja Cat,Say So,237893
Doja Cat,Say So (feat. Nicki Minaj) - Original Version,120768
Doja Cat,Say So (Jax Jones Midnight Snack Remix),8938
Doja Cat,Say So / Like That (Mashup),2577
A Great Big World,Say Something,1322
Justin Timberlake,Say Something (feat. Chris Stapleton),4032
Nate Fifield,Say Something I'm Giving up on You (Ronds De Jambe),43730
Fleetwood Mac,Say You Love Me,1429
Fleetwood Mac,Say You Love Me,249946
James Arthur,Say You Won't Let Go,1173
James Arthur,Say You Won't Let Go,2218
James Arthur,Say You Won't Let Go,5417
Russ,Scared,13820
Grace Grundy,Scared to Be Lonely,2133
Sam Smith,Scars,2581
James Bay,Scars,12885
James Bay,Scars,27754
Alessia Cara,Scars To Your Beautiful,1365
Khalid,Scenic Drive (feat. Ari Lennox & Smino),1578
The Lumineers,Scotland,56859
The Lumineers,Scotland,221488
The Lumineers,Scotland,228481
Phoebe Bridgers,Scott Street,1369
Phoebe Bridgers,Scott Street,1369
Phoebe Bridgers,Scott Street,1416
Phoebe Bridgers,Scott Street,1557
Phoebe Bridgers,Scott Street,2043
Phoebe Bridgers,Scott Street,3733
Phoebe Bridgers,Scott Street,4318
Phoebe Bridgers,Scott Street,5606
Phoebe Bridgers,Scott Street,8740
Phoebe Bridgers,Scott Street,86290
Phoebe Bridgers,Scott Street,121484
Phoebe Bridgers,Scott Street,178770
Phoebe Bridgers,Scott Street,305000
Phoebe Bridgers,Scott Street,305000
Phoebe Bridgers,Scott Street,305000
Phoebe Bridgers,Scott Street,305000
Phoebe Bridgers,Scott Street,305000
Phoebe Bridgers,Scott Street,305000
Phoebe Bridgers,Scott Street,305000
Phoebe Bridgers,Scott Street,305000
High School Musical Cast,Scream,14553
will.i.am,Scream & Shout,3200
Judah & the Lion,scream!,6954
Stephen Sondheim,Searching for Cinderella,29418
Greyson Chance,Seasons,17173
6LACK,Seasons (feat. Khalid),24149
6LACK,Seasons (feat. Khalid),27114
6LACK,Seasons (feat. Khalid),66480
6LACK,Seasons (feat. Khalid),206418
6LACK,Seasons (feat. Khalid),225073
6LACK,Seasons (feat. Khalid),235555
6LACK,Seasons (with Khalid),218987
6LACK,Seasons (with Khalid),250001
Cast Of Rent,Seasons of Love - From the Motion Picture RENT,1088
Better Be,Seat Back,1695
Gregory Alan Isakov,Second Chances,2303
Fleetwood Mac,Second Hand News - 2004 Remaster,1109
Fleetwood Mac,Second Hand News - 2004 Remaster,1602
Fleetwood Mac,Second Hand News - 2004 Remaster,2133
Fleetwood Mac,Second Hand News - 2004 Remaster,17213
Fleetwood Mac,Second Hand News - 2004 Remaster,18065
Fleetwood Mac,Second Hand News - 2004 Remaster,44000
Fleetwood Mac,Second Hand News - 2004 Remaster,176721
Katie Gregson-MacLeod,Second Single Bed,1021
Katie Gregson-MacLeod,Second Single Bed,1319
Katie Gregson-MacLeod,Second Single Bed,1899
Katie Gregson-MacLeod,Second Single Bed,25746
Skye Lewin,Second Thoughts,72066
Bruno Major,Second Time,155616
Bleachers,Secret Life (feat. Lana Del Rey),1770
Little Mix,Secret Love Song (feat. Jason Derulo),13930
The Weeknd,Secrets,33298
The Weeknd,Secrets,232315
Lorde,Secrets from a Girl (Who's Seen it All),1002
Houndmouth,Sedona,26773
The Band CAMINO,See Through,1044
The Band CAMINO,See Through,1509
The Band CAMINO,See Through,3552
The Band CAMINO,See Through,3622
The Band CAMINO,See Through,6050
The Band CAMINO,See Through,23870
The Band CAMINO,See Through,67523
The Band CAMINO,See Through,85774
The Band CAMINO,See Through,181420
Miley Cyrus,See You Again,1344
Miley Cyrus,See You Again,8000
Miley Cyrus,See You Again,15680
"Tyler, The Creator",See You Again (feat. Kali Uchis),8149
"Tyler, The Creator",See You Again (feat. Kali Uchis),10453
"Tyler, The Creator",See You Again (feat. Kali Uchis),16533
"Tyler, The Creator",See You Again (feat. Kali Uchis),78783
"Tyler, The Creator",See You Again (feat. Kali Uchis),143564
"Tyler, The Creator",See You Again (feat. Kali Uchis),172231
"Tyler, The Creator",See You Again (feat. Kali Uchis),180386
"Tyler, The Creator",See You Again (feat. Kali Uchis),180386
"Tyler, The Creator",See You Again (feat. Kali Uchis),180386
"Tyler, The Creator",See You Again (feat. Kali Uchis),180386
Megan Davies,"See You Again, Love Me Like You Do, Sugar - Acoustic Mashup",13994
Sound of Honey,See You in August,9216
beabadoobee,See you Soon,1258
beabadoobee,See you Soon,40931
Yoke Lore,Seeds,15871
BØRNS,Seeing Stars,1430
BØRNS,Seeing Stars,3726
Frank Ocean,Seigfried,2773
Frank Ocean,Seigfried,62072
Frank Ocean,Seigfried,96670
Frank Ocean,Seigfried,334570
KAROL G,SEJODIOTO,2026
Khalid,Self,3041
Khalid,Self,3691
Khalid,Self,7370
Khalid,Self,8000
Khalid,Self,95387
Khalid,Self,105900
Khalid,Self,124074
Khalid,Self,229960
Mac Miller,Self Care,9752
Mac Miller,Self Care,34560
Mac Miller,Self Care,39520
Mac Miller,Self Care,168855
Mac Miller,Self Care,228608
Mac Miller,Self Care,345133
Frank Ocean,Self Control,1021
Frank Ocean,Self Control,1021
Frank Ocean,Self Control,1044
Frank Ocean,Self Control,1137
Frank Ocean,Self Control,1520
Frank Ocean,Self Control,2020
Frank Ocean,Self Control,3041
Frank Ocean,Self Control,3204
Frank Ocean,Self Control,3831
Frank Ocean,Self Control,5230
Frank Ocean,Self Control,6762
Frank Ocean,Self Control,6889
Frank Ocean,Self Control,7395
Frank Ocean,Self Control,8320
Frank Ocean,Self Control,11340
Frank Ocean,Self Control,14911
Frank Ocean,Self Control,20566
Frank Ocean,Self Control,34690
Frank Ocean,Self Control,34783
Frank Ocean,Self Control,36254
Frank Ocean,Self Control,78165
Frank Ocean,Self Control,97514
Frank Ocean,Self Control,104078
Frank Ocean,Self Control,110689
Frank Ocean,Self Control,115577
Frank Ocean,Self Control,134037
Frank Ocean,Self Control,141280
Frank Ocean,Self Control,145573
Frank Ocean,Self Control,150753
Frank Ocean,Self Control,161149
Frank Ocean,Self Control,195929
Frank Ocean,Self Control,204955
Frank Ocean,Self Control,217601
Frank Ocean,Self Control,241812
Frank Ocean,Self Control,242213
Frank Ocean,Self Control,246688
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Frank Ocean,Self Control,249667
Tink,Selfish,5834
Madison Beer,Selfish,38143
Madison Beer,Selfish,212581
DJ Snake,Selfish Love (with Selena Gomez),1207
Nate Fifield,Send My Love (Jeté 1),24426
Nate Fifield,Send My Love (Jeté 1),30826
Nate Fifield,Send My Love (Jeté 1),31880
Nate Fifield,Send My Love (Jeté 1),55594
Mac Miller,Senior Skip Day,166707
Mac Miller,Senior Skip Day,170880
Last Dinosaurs,Sense,3111
"Earth, Wind & Fire",September,1301
"Earth, Wind & Fire",September,3480
"Earth, Wind & Fire",September,52586
Justin Timberlake,"September - from DreamWorks Animation's ""TROLLS""",15893
Justin Timberlake,"September - from DreamWorks Animation's ""TROLLS""",40213
Nate Fifield,Set Fire to the Rain (Fondu),1346
Scarlett Johansson,"Set It All Free - From ""Sing"" Original Motion Picture Soundtrack",3204
Joshua Bassett,Set Me Free,4969
Joshua Bassett,Set Me Free,7024
The 1975,Settle Down,2275
The 1975,Settle Down,2965
The 1975,Settle Down,3720
The 1975,Settle Down,4156
The 1975,Settle Down,4202
Kimbra,Settle Down,5994
The 1975,Settle Down,7760
The 1975,Settle Down,32405
The 1975,Settle Down,32413
The 1975,Settle Down,84396
The 1975,Settle Down,135581
The 1975,Settle Down,183762
The 1975,Settle Down,194792
The 1975,Settle Down,227716
The 1975,Settle Down,234543
The 1975,Settle Down,237625
The 1975,Settle Down,238607
The 1975,Settle Down,239853
The 1975,Settle Down,239853
The 1975,Settle Down,239853
The 1975,Settle Down,239853
The 1975,Settle Down,239893
The 1975,Settle Down,239893
The 1975,Settle Down,239893
The 1975,Settle Down,239893
The 1975,Settle Down,239893
The 1975,Settle Down,240251
The 1975,Settle Down - Dan Lissvik Remix,2739
The 1975,Settle Down - Dan Lissvik Remix,2809
The 1975,Settle Down - Dan Lissvik Remix,4293
The 1975,Settle Down - Dan Lissvik Remix,94542
Taylor Swift,seven,1173
Taylor Swift,seven,2554
Taylor Swift,seven,4950
Taylor Swift,seven,5600
Taylor Swift,seven,15125
Taylor Swift,seven,35228
Taylor Swift,seven,38876
Taylor Swift,seven,42155
Taylor Swift,seven,149120
Taylor Swift,seven,195626
Taylor Swift,seven,204939
Taylor Swift,seven,208906
Taylor Swift,seven,208906
Taylor Swift,seven,208906
Taylor Swift,seven,208906
Taylor Swift,seven,208906
Taylor Swift,seven,208906
Taylor Swift,seven,208906
Taylor Swift,seven,208906
Taylor Swift,seven,208906
Taylor Swift,seven,208906
Taylor Swift,seven,208906
Taylor Swift,seven,208906
Taylor Swift,seven,208906
Taylor Swift,seven,208906
Taylor Swift,seven,208906
Fleetwood Mac,Seven Wonders - Early Version; 2017 Remaster,5260
Fleetwood Mac,Seven Wonders - Early Version; 2017 Remaster,18197
Barrett Wilbert Weed,Seventeen,2523
Sharon Van Etten,Seventeen,3263
No Rome,Seventeen,78549
Sharon Van Etten,Seventeen,265920
The 1975,Sex,1393
The 1975,Sex,1462
The 1975,Sex,1791
The 1975,Sex,1811
The 1975,Sex,2623
The 1975,Sex,3590
The 1975,Sex,3715
The 1975,Sex,77856
The 1975,Sex,81357
The 1975,Sex,191471
The 1975,Sex,193909
The 1975,Sex,197674
The 1975,Sex,206986
The 1975,Sex,206986
The 1975,Sex,206986
The 1975,Sex,206986
The 1975,Sex,207001
The 1975,Sex,207001
The 1975,Sex,207001
The 1975,Sex,207001
The 1975,Sex - EP Version,1370
The 1975,Sex - EP Version,1439
The 1975,Sex - EP Version,3640
The 1975,Sex - EP Version,7530
The 1975,Sex - EP Version,10576
The 1975,Sex - EP Version,26445
The 1975,Sex - EP Version,32350
The 1975,Sex - EP Version,206133
The 1975,"Sex - Live From The O2, London. 16.12.16",1898
The 1975,"Sex - Live From The O2, London. 16.12.16",2089
The 1975,"Sex - Live From The O2, London. 16.12.16",3041
The 1975,"Sex - Live From The O2, London. 16.12.16",185875
The 1975,"Sex - Live From The O2, London. 16.12.16",301915
The 1975,"Sex - Live From The O2, London. 16.12.16",329925
The 1975,"Sex - Live From The O2, London. 16.12.16",330319
The 1975,"Sex - Live From The O2, London. 16.12.16",330319
Rihanna,Sex With Me,1200
Rihanna,Sex With Me,1532
Rihanna,Sex With Me,1566
Rihanna,Sex With Me,1960
Rihanna,Sex With Me,3018
Rihanna,Sex With Me,9157
Rihanna,Sex With Me,10425
Rihanna,Sex With Me,33111
Rihanna,Sex With Me,194606
Rihanna,Sex With Me,206400
Rihanna,Sex With Me,206400
Rihanna,Sex With Me,206400
Rihanna,Sex With Me,206400
Rihanna,Sex With Me,206400
Rihanna,Sex With Me,206667
NEIKED,Sexual,2410
NEIKED,Sexual,5735
NEIKED,Sexual,7887
NEIKED,Sexual,65108
NEIKED,Sexual,188888
Justin Timberlake,SexyBack (feat. Timbaland),2965
Justin Timberlake,SexyBack (feat. Timbaland),3413
Leo Niño,Shade on the Sun,4620
Leo Niño,Shade on the Sun,33024
Leo Niño,Shade on the Sun,68885
Leo Niño,Shade on the Sun,155620
Christopher Wilde,Shades,3157
Taylor Swift,Shake It Off,1002
Taylor Swift,Shake It Off,1021
Taylor Swift,Shake It Off,1088
Taylor Swift,Shake It Off,1114
Taylor Swift,Shake It Off,1509
Taylor Swift,Shake It Off,1811
Taylor Swift,Shake It Off,1834
Taylor Swift,Shake It Off,3250
Taylor Swift,Shake It Off,6144
Taylor Swift,Shake It Off,7035
Taylor Swift,Shake It Off,10297
Taylor Swift,Shake It Off,51691
Taylor Swift,Shake It Off,53480
Taylor Swift,Shake It Off,142550
Nick Kroll,"Shake It Off - From ""Sing"" Original Motion Picture Soundtrack",1450
Lady Gaga,Shallow,1393
Peach Pit,Shampoo Bottles,186458
Ed Sheeran,Shape of You,233712
Jenna Doe,Shapeshift,3776
Rob Cantor,Sharing,1760
Teddy Geiger,Sharkbait,126925
The Ivy,She,1184
The Ivy,She,1323
The Ivy,She,1369
Harry Styles,She,1514
Harry Styles,She,1820
Harry Styles,She,5226
Harry Styles,She,5930
Harry Styles,She,10965
The Ivy,She,15754
Harry Styles,She,42794
Harry Styles,She,116394
Harry Styles,She,156010
Harry Styles,She,252650
Harry Styles,She,297140
Harry Styles,She,362653
Harry Styles,She,362653
Harry Styles,She,362653
CAN,She Brings The Rain,11400
Noah Kahan,She Calls Me Back,1811
Noah Kahan,She Calls Me Back,243815
Ella Mai,She Don't (feat. Ty Dolla $Ign),2346
Ella Mai,She Don't (feat. Ty Dolla $Ign),2474
David Guetta,She Knows How to Love Me (feat. Jess Glynne & Stefflon Don),1728
The 1975,She Lays Down,1100
The 1975,She Lays Down,1160
The 1975,She Lays Down,1718
The 1975,She Lays Down,1857
The 1975,She Lays Down,4753
The 1975,She Lays Down,4971
The 1975,She Lays Down,8160
The 1975,She Lays Down,8910
The 1975,She Lays Down,11409
The 1975,She Lays Down,30108
The 1975,She Lays Down,31525
The 1975,She Lays Down,39055
The 1975,She Lays Down,181290
The 1975,She Lays Down,238733
The 1975,She Lays Down,239042
5 Seconds of Summer,She Looks So Perfect,1173
5 Seconds of Summer,She Looks So Perfect,1514
5 Seconds of Summer,She Looks So Perfect,1877
5 Seconds of Summer,She Looks So Perfect,1973
5 Seconds of Summer,She Looks So Perfect,2602
5 Seconds of Summer,She Looks So Perfect,3391
5 Seconds of Summer,She Looks So Perfect,202496
The Kooks,She Moves In Her Own Way,20941
The Kooks,She Moves In Her Own Way,90511
Gavin DeGraw,She Sets The City On Fire,4885
Sara Bareilles,She Used To Be Mine,1536
Sara Bareilles,She Used To Be Mine,1770
Jessie Mueller,She Used to Be Mine,8874
Dominic Fike,She Wants My Money,31936
The 1975,She Way Out,1040
The 1975,She Way Out,1091
The 1975,She Way Out,1207
The 1975,She Way Out,1369
The 1975,She Way Out,1642
The 1975,She Way Out,2345
The 1975,She Way Out,17286
The 1975,She Way Out,27840
The 1975,She Way Out,239226
The 1975,She Way Out,239252
The 1975,She Way Out - Cid Rim Remix,1114
The 1975,She Way Out - Cid Rim Remix,2160
The 1975,She Way Out - Cid Rim Remix,6448
Maroon 5,She Will Be Loved,1150
Maroon 5,She Will Be Loved - Acoustic,1207
Maroon 5,She Will Be Loved - Acoustic,1407
Maroon 5,She Will Be Loved - Acoustic,2325
Maroon 5,She Will Be Loved - Acoustic,26329
Maroon 5,She Will Be Loved - Radio Mix,1369
Shakira,She Wolf,1030
Shakira,She Wolf,1486
Shakira,She Wolf,1800
Shakira,She Wolf,2495
Shakira,She Wolf,23189
